date,home_team,away_team,home_score,away_score,tournament,year,month,result
2010-09-07,Poland,Australia,1,2,Friendly,2010,9,L
2010-09-07,Qatar,Oman,1,1,Friendly,2010,9,D
2010-09-07,Ukraine,Chile,2,1,Friendly,2010,9,W
2010-09-07,United Arab Emirates,Kuwait,3,0,Friendly,2010,9,W
2010-09-07,Venezuela,Ecuador,1,0,Friendly,2010,9,W
2010-09-07,Yemen,Syria,2,1,Friendly,2010,9,W
2010-09-08,India,Thailand,1,2,Friendly,2010,9,L
2010-09-10,Belize,Trinidad And Tobago,0,0,Friendly,2010,9,D
2010-09-10,Saint Lucia,Saint Vincent And The Grenadines,1,5,Friendly,2010,9,L
2010-09-11,French Guiana,Suriname,1,2,Friendly,2010,9,L
2010-09-15,India,Namibia,2,0,Friendly,2010,9,W
2010-09-16,Jordan,Iraq,4,1,Friendly,2010,9,W
2010-09-18,Anguilla,British Virgin Islands,1,2,Friendly,2010,9,L
2010-09-18,Yemen,Zambia,0,1,Friendly,2010,9,L
2010-09-19,Antigua And Barbuda,Trinidad And Tobago,0,1,Friendly,2010,9,L
2010-09-19,Jordan,Bahrain,2,0,Friendly,2010,9,W
2010-09-19,Saint Martin,British Virgin Islands,3,1,Friendly,2010,9,W
2010-09-21,Iraq,Oman,3,2,Friendly,2010,9,W
2010-09-21,Saint Lucia,Trinidad And Tobago,0,3,Friendly,2010,9,L
2010-09-22,French Guiana,Mayotte,2,2,African Nations Championship,2010,9,D
2010-09-22,Réunion,Saint Pierre And Miquelon,11,0,African Nations Championship,2010,9,W
2010-09-23,Antigua And Barbuda,Saint Lucia,5,0,Friendly,2010,9,W
2010-09-23,Guadeloupe,New Caledonia,1,1,African Nations Championship,2010,9,D
2010-09-23,Martinique,Tahiti,4,1,African Nations Championship,2010,9,W
2010-09-24,Vietnam,North Korea,0,0,Friendly,2010,9,D
2010-09-25,French Guiana,Saint Pierre And Miquelon,7,0,African Nations Championship,2010,9,W
2010-09-25,Mayotte,Réunion,1,2,African Nations Championship,2010,9,L
2010-09-26,Barbados,Dominica,1,3,Friendly,2010,9,L
2010-09-26,Guyana,Trinidad And Tobago,1,1,Friendly,2010,9,D
2010-09-26,Guadeloupe,Tahiti,1,1,African Nations Championship,2010,9,D
2010-09-26,New Caledonia,Martinique,0,4,African Nations Championship,2010,9,L
2010-09-28,French Guiana,Réunion,0,1,African Nations Championship,2010,9,L
2010-09-28,Mayotte,Saint Pierre And Miquelon,10,0,African Nations Championship,2010,9,W
2010-09-29,Guadeloupe,Martinique,2,0,African Nations Championship,2010,9,W
2010-09-29,New Caledonia,Tahiti,1,1,African Nations Championship,2010,9,D
2010-10-01,Mayotte,Guadeloupe,0,4,African Nations Championship,2010,10,L
2010-10-02,Réunion,Martinique,0,0,African Nations Championship,2010,10,D
2010-10-04,India,Hong Kong,0,1,Friendly,2010,10,L
2010-10-07,Iran,Brazil,0,3,Friendly,2010,10,L
2010-10-08,China Pr,Syria,2,1,Friendly,2010,10,W
2010-10-08,Colombia,Ecuador,1,0,Friendly,2010,10,W
2010-10-08,India,Vietnam,3,1,Friendly,2010,10,W
2010-10-08,Indonesia,Uruguay,1,7,Friendly,2010,10,L
2010-10-08,Japan,Argentina,1,0,Friendly,2010,10,W
2010-10-08,Kuwait,Bahrain,1,3,Friendly,2010,10,L
2010-10-08,Oman,Gabon,1,0,Friendly,2010,10,W
2010-10-08,Panama,El Salvador,1,0,Friendly,2010,10,W
2010-10-08,Peru,Costa Rica,2,0,Friendly,2010,10,W
2010-10-08,Ukraine,Canada,2,2,Friendly,2010,10,D
2010-10-09,Australia,Paraguay,1,0,Friendly,2010,10,W
2010-10-09,Guatemala,Belize,4,2,Friendly,2010,10,W
2010-10-09,New Zealand,Honduras,1,1,Friendly,2010,10,D
2010-10-09,Saudi Arabia,Uzbekistan,4,0,Friendly,2010,10,W
2010-10-09,United Arab Emirates,Chile,0,2,Friendly,2010,10,L
2010-10-09,United States,Poland,2,2,Friendly,2010,10,D
2010-10-09,Angola,Guinea-Bissau,1,0,African Cup of Nations qualification,2010,10,W
2010-10-09,Burkina Faso,Gambia,3,1,African Cup of Nations qualification,2010,10,W
2010-10-09,Burundi,Ivory Coast,0,1,African Cup of Nations qualification,2010,10,L
2010-10-09,Cameroon,Dr Congo,1,1,African Cup of Nations qualification,2010,10,D
2010-10-09,Comoros,Mozambique,0,1,African Cup of Nations qualification,2010,10,L
2010-10-09,Kenya,Uganda,0,0,African Cup of Nations qualification,2010,10,D
2010-10-09,Malawi,Chad,6,2,African Cup of Nations qualification,2010,10,W
2010-10-09,Mali,Liberia,2,1,African Cup of Nations qualification,2010,10,W
2010-10-09,Rwanda,Benin,0,3,African Cup of Nations qualification,2010,10,L
2010-10-09,Senegal,Mauritius,7,0,African Cup of Nations qualification,2010,10,W
2010-10-09,Tanzania,Morocco,0,1,African Cup of Nations qualification,2010,10,L
2010-10-10,Jamaica,Trinidad And Tobago,1,0,Friendly,2010,10,W
2010-10-10,Central African Republic,Algeria,2,0,African Cup of Nations qualification,2010,10,W
2010-10-10,Congo,Eswatini,3,1,African Cup of Nations qualification,2010,10,W
2010-10-10,Ghana,Sudan,0,0,African Cup of Nations qualification,2010,10,D
2010-10-10,Guinea,Nigeria,1,0,African Cup of Nations qualification,2010,10,W
2010-10-10,Libya,Zambia,1,0,African Cup of Nations qualification,2010,10,W
2010-10-10,Madagascar,Ethiopia,0,1,African Cup of Nations qualification,2010,10,L
2010-10-10,Niger,Egypt,1,0,African Cup of Nations qualification,2010,10,W
2010-10-10,Sierra Leone,South Africa,0,0,African Cup of Nations qualification,2010,10,D
2010-10-10,Togo,Tunisia,1,2,African Cup of Nations qualification,2010,10,L
2010-10-10,Zimbabwe,Cape Verde,0,0,African Cup of Nations qualification,2010,10,D
2010-10-11,Brazil,Ukraine,2,0,Friendly,2010,10,W
2010-10-12,Bahrain,Uzbekistan,2,4,Friendly,2010,10,L
2010-10-12,Bulgaria,Saudi Arabia,2,0,Friendly,2010,10,W
2010-10-12,China Pr,Uruguay,0,4,Friendly,2010,10,L
2010-10-12,Costa Rica,El Salvador,2,1,Friendly,2010,10,W
2010-10-12,Croatia,Norway,2,1,Friendly,2010,10,W
2010-10-12,Ecuador,Poland,2,2,Friendly,2010,10,D
2010-10-12,Equatorial Guinea,Botswana,2,1,Friendly,2010,10,W
2010-10-12,Guatemala,Honduras,0,2,Friendly,2010,10,L
2010-10-12,Indonesia,Maldives,3,0,Friendly,2010,10,W
2010-10-12,South Korea,Japan,0,0,Friendly,2010,10,D
2010-10-12,Kuwait,Vietnam,3,1,Friendly,2010,10,W
2010-10-12,Mexico,Venezuela,2,2,Friendly,2010,10,D
2010-10-12,New Zealand,Paraguay,0,2,Friendly,2010,10,L
2010-10-12,Oman,Chile,0,1,Friendly,2010,10,L
2010-10-12,Panama,Peru,1,0,Friendly,2010,10,W
2010-10-12,Qatar,Iraq,1,2,Friendly,2010,10,L
2010-10-12,Saudi Arabia,Gabon,1,0,Friendly,2010,10,W
2010-10-12,United Arab Emirates,Angola,0,2,Friendly,2010,10,L
2010-10-12,United States,Colombia,0,0,Friendly,2010,10,D
2010-10-13,India,Yemen,3,6,Friendly,2010,10,L
2010-10-26,Panama,Cuba,0,3,Friendly,2010,10,L
2010-10-27,Botswana,Eswatini,2,0,Friendly,2010,10,W
2010-11-07,Yemen,Uganda,2,2,Friendly,2010,11,D
2010-11-10,Bahrain,Uganda,0,0,Friendly,2010,11,D
2010-11-10,Yemen,North Korea,1,1,Friendly,2010,11,D
2010-11-11,Iraq,India,2,0,Friendly,2010,11,W
2010-11-14,Bahrain,Syria,0,2,Friendly,2010,11,L
2010-11-14,India,Kuwait,1,9,Friendly,2010,11,L
2010-11-16,Cape Verde,Guinea-Bissau,2,1,Friendly,2010,11,W
2010-11-16,Jordan,Cyprus,0,0,Friendly,2010,11,D
2010-11-16,Saudi Arabia,Uganda,0,0,Friendly,2010,11,D
2010-11-16,Scotland,Faroe Islands,3,0,Friendly,2010,11,W
2010-11-17,Albania,North Macedonia,0,0,Friendly,2010,11,D
2010-11-17,Argentina,Brazil,1,0,Friendly,2010,11,W
2010-11-17,Austria,Greece,1,2,Friendly,2010,11,L
2010-11-17,Bulgaria,Serbia,0,1,Friendly,2010,11,L
2010-11-17,Burkina Faso,Guinea,2,1,Friendly,2010,11,W
2010-11-17,Chile,Uruguay,2,0,Friendly,2010,11,W
2010-11-17,China Pr,Latvia,1,0,Friendly,2010,11,W
2010-11-17,Colombia,Peru,1,1,Friendly,2010,11,D
2010-11-17,Denmark,Czech Republic,0,0,Friendly,2010,11,D
2010-11-17,Ecuador,Venezuela,4,1,Friendly,2010,11,W
2010-11-17,Egypt,Australia,3,0,Friendly,2010,11,W
2010-11-17,England,France,1,2,Friendly,2010,11,L
2010-11-17,Estonia,Liechtenstein,1,1,Friendly,2010,11,D
2010-11-17,Gabon,Senegal,1,2,Friendly,2010,11,L
2010-11-17,Guatemala,Guyana,3,0,Friendly,2010,11,W
2010-11-17,Hong Kong,Paraguay,0,7,Friendly,2010,11,L
2010-11-17,Hungary,Lithuania,2,0,Friendly,2010,11,W
2010-11-17,Iraq,Kuwait,1,1,Friendly,2010,11,D
2010-11-17,Republic Of Ireland,Norway,1,2,Friendly,2010,11,L
2010-11-17,Israel,Iceland,3,2,Friendly,2010,11,W
2010-11-17,Italy,Romania,1,1,Friendly,2010,11,D
2010-11-17,Jamaica,Costa Rica,0,0,Friendly,2010,11,D
2010-11-17,Libya,Niger,1,1,Friendly,2010,11,D
2010-11-17,Luxembourg,Algeria,0,0,Friendly,2010,11,D
2010-11-17,Malawi,Rwanda,2,1,Friendly,2010,11,W
2010-11-17,Mali,Dr Congo,3,1,Friendly,2010,11,W
2010-11-17,Montenegro,Azerbaijan,2,0,Friendly,2010,11,W
2010-11-17,Mozambique,Zimbabwe,1,3,Friendly,2010,11,L
2010-11-17,Netherlands,Turkey,1,0,Friendly,2010,11,W
2010-11-17,Northern Ireland,Morocco,1,1,Friendly,2010,11,D
2010-11-17,Oman,Belarus,0,4,Friendly,2010,11,L
2010-11-17,Panama,Honduras,2,0,Friendly,2010,11,W
2010-11-17,Poland,Ivory Coast,3,1,Friendly,2010,11,W
2010-11-17,Portugal,Spain,4,0,Friendly,2010,11,W
2010-11-17,Russia,Belgium,0,2,Friendly,2010,11,L
2010-11-17,Saudi Arabia,Ghana,0,0,Friendly,2010,11,D
2010-11-17,Slovakia,Bosnia And Herzegovina,2,3,Friendly,2010,11,L
2010-11-17,Slovenia,Georgia,1,2,Friendly,2010,11,L
2010-11-17,South Africa,United States,0,1,Friendly,2010,11,L
2010-11-17,Sweden,Germany,0,0,Friendly,2010,11,D
2010-11-17,Switzerland,Ukraine,2,2,Friendly,2010,11,D
2010-11-17,Tajikistan,Afghanistan,1,0,Friendly,2010,11,W
2010-11-17,Botswana,Tunisia,1,0,African Cup of Nations qualification,2010,11,W
2010-11-17,Togo,Chad,0,0,African Cup of Nations qualification,2010,11,D
2010-11-18,Qatar,Haiti,0,1,Friendly,2010,11,L
2010-11-18,United Arab Emirates,India,5,0,Friendly,2010,11,W
2010-11-21,Indonesia,Timor-Leste,6,0,Friendly,2010,11,W
2010-11-23,Tanzania,Kenya,1,0,Friendly,2010,11,W
2010-11-24,Indonesia,Taiwan,2,0,Friendly,2010,11,W
2010-11-26,Singapore,Laos,4,0,Friendly,2010,11,W
2010-11-27,Tanzania,Zambia,0,1,CECAFA Cup,2010,11,L
2010-11-28,Burundi,Somalia,2,0,CECAFA Cup,2010,11,W
2010-11-28,Zanzibar,Sudan,2,0,CECAFA Cup,2010,11,W
2010-11-29,Malawi,Kenya,3,2,CECAFA Cup,2010,11,W
2010-11-29,Uganda,Ethiopia,2,1,CECAFA Cup,2010,11,W
2010-11-30,Tanzania,Somalia,3,0,CECAFA Cup,2010,11,W
2010-11-30,Zambia,Burundi,0,0,CECAFA Cup,2010,11,D
2010-12-01,Sudan,Rwanda,0,0,CECAFA Cup,2010,12,D
2010-12-02,Ethiopia,Kenya,2,1,CECAFA Cup,2010,12,W
2010-12-02,Malawi,Uganda,1,1,CECAFA Cup,2010,12,D
2010-12-03,Rwanda,Zanzibar,0,0,CECAFA Cup,2010,12,D
2010-12-03,Zambia,Somalia,6,0,CECAFA Cup,2010,12,W
2010-12-05,Uganda,Kenya,2,0,CECAFA Cup,2010,12,W
2010-12-07,Zambia,Ethiopia,1,2,CECAFA Cup,2010,12,L
2010-12-08,Tanzania,Rwanda,1,0,CECAFA Cup,2010,12,W
2010-12-08,Uganda,Zanzibar,2,2,CECAFA Cup,2010,12,D
2010-12-10,Bosnia And Herzegovina,Poland,2,2,Friendly,2010,12,D
2010-12-10,Tanzania,Uganda,0,0,CECAFA Cup,2010,12,D
2010-12-12,Ethiopia,Uganda,3,4,CECAFA Cup,2010,12,L
2010-12-16,Qatar,Egypt,2,1,Friendly,2010,12,W
2010-12-18,China Pr,Estonia,3,0,Friendly,2010,12,W
2010-12-18,Honduras,Panama,2,1,Friendly,2010,12,W
2010-12-18,Iraq,Syria,0,1,Friendly,2010,12,L
2010-12-22,China Pr,North Macedonia,1,0,Friendly,2010,12,W
2010-12-22,Qatar,Estonia,2,0,Friendly,2010,12,W
2010-12-22,Syria,Iraq,0,1,Friendly,2010,12,L
2010-12-24,Kuwait,North Korea,2,1,Friendly,2010,12,W
2010-12-25,Bahrain,Uzbekistan,1,1,Friendly,2010,12,D
2010-12-27,Kuwait,North Korea,2,2,Friendly,2010,12,D
2010-12-28,Bahrain,Jordan,2,1,Friendly,2010,12,W
2010-12-28,Saudi Arabia,Iraq,0,1,Friendly,2010,12,L
2010-12-28,Catalonia,Honduras,4,0,Friendly,2010,12,W
2010-12-29,Basque Country,Venezuela,3,1,Friendly,2010,12,W
2010-12-30,Syria,South Korea,0,1,Friendly,2010,12,L
2010-12-31,Kuwait,Zambia,4,0,Friendly,2010,12,W
2010-12-31,Qatar,North Korea,0,1,Friendly,2010,12,L
2011-01-02,Iran,Angola,1,0,Friendly,2011,1,W
2011-01-02,Iraq,China Pr,2,3,Friendly,2011,1,L
2011-01-02,Jordan,Uzbekistan,2,2,Friendly,2011,1,D
2011-01-02,United Arab Emirates,Syria,2,0,Friendly,2011,1,W
2011-01-04,Bahrain,North Korea,0,1,Friendly,2011,1,L
2011-01-04,Saudi Arabia,Angola,0,0,Friendly,2011,1,D
2011-01-05,Egypt,Tanzania,5,1,Nile Basin Tournament,2011,1,W
2011-01-05,Kenya,Sudan,1,0,Nile Basin Tournament,2011,1,W
2011-01-05,Uganda,Burundi,3,1,Nile Basin Tournament,2011,1,W
2011-01-05,United Arab Emirates,Australia,0,0,Friendly,2011,1,D
2011-01-08,Dr Congo,Kenya,1,0,Nile Basin Tournament,2011,1,W
2011-01-08,Egypt,Uganda,1,0,Nile Basin Tournament,2011,1,W
2011-01-08,Tanzania,Burundi,1,1,Nile Basin Tournament,2011,1,D
2011-01-11,Dr Congo,Sudan,2,1,Nile Basin Tournament,2011,1,W
2011-01-11,Egypt,Burundi,3,0,Nile Basin Tournament,2011,1,W
2011-01-11,Uganda,Tanzania,1,1,Nile Basin Tournament,2011,1,D
2011-01-14,Dr Congo,Uganda,0,1,Nile Basin Tournament,2011,1,L
2011-01-14,Egypt,Kenya,5,1,Nile Basin Tournament,2011,1,W
2011-01-16,Tanzania,Sudan,0,2,Nile Basin Tournament,2011,1,L
2011-01-17,Dr Congo,Kenya,1,0,Nile Basin Tournament,2011,1,W
2011-01-17,Egypt,Uganda,3,1,Nile Basin Tournament,2011,1,W
2011-01-19,Botswana,Sweden,1,2,Friendly,2011,1,L
2011-01-22,United States,Chile,1,1,Friendly,2011,1,D
2011-01-24,Vanuatu,New Caledonia,0,0,Friendly,2011,1,D
2011-02-06,Moldova,Poland,0,1,Friendly,2011,2,L
2011-02-08,Ghana,Togo,4,1,Friendly,2011,2,W
2011-02-08,Mali,Ivory Coast,0,1,Friendly,2011,2,L
2011-02-08,Peru,Panama,1,0,Friendly,2011,2,W
2011-02-09,Albania,Slovenia,1,2,Friendly,2011,2,L
2011-02-09,Andorra,Moldova,1,2,Friendly,2011,2,L
2011-02-09,Argentina,Portugal,2,1,Friendly,2011,2,W
2011-02-09,Armenia,Georgia,1,2,Friendly,2011,2,L
2011-02-09,Azerbaijan,Hungary,0,2,Friendly,2011,2,L
2011-02-09,Belarus,Kazakhstan,1,1,Friendly,2011,2,D
2011-02-09,Belgium,Finland,1,1,Friendly,2011,2,D
2011-02-09,Cape Verde,Burkina Faso,1,0,Friendly,2011,2,W
2011-02-09,Dr Congo,Gabon,0,2,Friendly,2011,2,L
2011-02-09,Croatia,Czech Republic,4,2,Friendly,2011,2,W
2011-02-09,Denmark,England,1,2,Friendly,2011,2,L
2011-02-09,El Salvador,Haiti,1,0,Friendly,2011,2,W
2011-02-09,France,Brazil,1,0,Friendly,2011,2,W
2011-02-09,Germany,Italy,1,1,Friendly,2011,2,D
2011-02-09,Greece,Canada,1,0,Friendly,2011,2,W
2011-02-09,Guinea-Bissau,Gambia,3,1,Friendly,2011,2,W
2011-02-09,Honduras,Ecuador,1,1,Friendly,2011,2,D
2011-02-09,Iran,Russia,1,0,Friendly,2011,2,W
2011-02-09,Israel,Serbia,0,2,Friendly,2011,2,L
2011-02-09,Latvia,Bolivia,2,1,Friendly,2011,2,W
2011-02-09,Libya,Benin,3,2,Friendly,2011,2,W
2011-02-09,Luxembourg,Slovakia,2,1,Friendly,2011,2,W
2011-02-09,North Macedonia,Cameroon,0,1,Friendly,2011,2,L
2011-02-09,Malaysia,Hong Kong,2,0,Friendly,2011,2,W
2011-02-09,Malta,Switzerland,0,0,Friendly,2011,2,D
2011-02-09,Mexico,Bosnia And Herzegovina,2,0,Friendly,2011,2,W
2011-02-09,Morocco,Niger,3,0,Friendly,2011,2,W
2011-02-09,Mozambique,Botswana,1,1,Friendly,2011,2,D
2011-02-09,Namibia,Malawi,1,2,Friendly,2011,2,L
2011-02-09,Netherlands,Austria,3,1,Friendly,2011,2,W
2011-02-09,Nigeria,Sierra Leone,2,1,Friendly,2011,2,W
2011-02-09,Norway,Poland,0,1,Friendly,2011,2,L
2011-02-09,San Marino,Liechtenstein,0,1,Friendly,2011,2,L
2011-02-09,Senegal,Guinea,4,0,Friendly,2011,2,W
2011-02-09,South Africa,Kenya,2,0,Friendly,2011,2,W
2011-02-09,Spain,Colombia,1,0,Friendly,2011,2,W
2011-02-09,Eswatini,Zambia,0,4,Friendly,2011,2,L
2011-02-09,Tanzania,Palestine,1,0,Friendly,2011,2,W
2011-02-09,Turkey,South Korea,0,0,Friendly,2011,2,D
2011-02-09,Venezuela,Costa Rica,2,2,Friendly,2011,2,D
2011-02-14,Bahrain,Kuwait,0,0,Friendly,2011,2,D
2011-03-11,Gibraltar,Faroe Islands,3,0,Friendly,2011,3,W
2011-03-16,Argentina,Venezuela,4,1,Friendly,2011,3,W
2011-03-16,Botswana,Namibia,1,1,Friendly,2011,3,D
2011-03-17,Nepal,Bhutan,1,0,Friendly,2011,3,W
2011-03-19,Nepal,Bhutan,2,1,Friendly,2011,3,W
2011-03-24,Cuba,El Salvador,0,1,Friendly,2011,3,L
2011-03-25,China Pr,New Zealand,1,1,Friendly,2011,3,D
2011-03-25,Estonia,Uruguay,2,0,Friendly,2011,3,W
2011-03-25,Jamaica,Venezuela,0,2,Friendly,2011,3,L
2011-03-25,South Korea,Honduras,4,0,Friendly,2011,3,W
2011-03-25,Lithuania,Poland,2,0,Friendly,2011,3,W
2011-03-25,Montenegro,Uzbekistan,1,0,Friendly,2011,3,W
2011-03-25,Panama,Bolivia,2,0,Friendly,2011,3,W
2011-03-26,Colombia,Ecuador,2,0,Friendly,2011,3,W
2011-03-26,Costa Rica,China Pr,2,2,Friendly,2011,3,D
2011-03-26,Jordan,Kuwait,1,1,Friendly,2011,3,D
2011-03-26,North Korea,Iraq,2,0,Friendly,2011,3,W
2011-03-26,Mexico,Paraguay,3,1,Friendly,2011,3,W
2011-03-26,Portugal,Chile,1,1,Friendly,2011,3,D
2011-03-26,United States,Argentina,1,1,Friendly,2011,3,D
2011-03-26,Burkina Faso,Namibia,4,0,African Cup of Nations qualification,2011,3,W
2011-03-26,Chad,Botswana,0,1,African Cup of Nations qualification,2011,3,L
2011-03-26,Guinea-Bissau,Uganda,0,1,African Cup of Nations qualification,2011,3,L
2011-03-26,Kenya,Angola,2,1,African Cup of Nations qualification,2011,3,W
2011-03-26,Malawi,Togo,1,0,African Cup of Nations qualification,2011,3,W
2011-03-26,Mali,Zimbabwe,1,0,African Cup of Nations qualification,2011,3,W
2011-03-26,Rwanda,Burundi,3,1,African Cup of Nations qualification,2011,3,W
2011-03-26,Senegal,Cameroon,1,0,African Cup of Nations qualification,2011,3,W
2011-03-26,South Africa,Egypt,1,0,African Cup of Nations qualification,2011,3,W
2011-03-27,Brazil,Scotland,2,0,Friendly,2011,3,W
2011-03-27,Sri Lanka,Tajikistan,2,2,Friendly,2011,3,D
2011-03-27,Saint Kitts And Nevis,Grenada,0,0,Friendly,2011,3,D
2011-03-27,Algeria,Morocco,1,0,African Cup of Nations qualification,2011,3,W
2011-03-27,Congo,Ghana,0,3,African Cup of Nations qualification,2011,3,L
2011-03-27,Dr Congo,Mauritius,3,0,African Cup of Nations qualification,2011,3,W
2011-03-27,Ivory Coast,Benin,2,1,African Cup of Nations qualification,2011,3,W
2011-03-27,Madagascar,Guinea,1,1,African Cup of Nations qualification,2011,3,D
2011-03-27,Mozambique,Zambia,0,2,African Cup of Nations qualification,2011,3,L
2011-03-27,Niger,Sierra Leone,3,1,African Cup of Nations qualification,2011,3,W
2011-03-27,Nigeria,Ethiopia,4,0,African Cup of Nations qualification,2011,3,W
2011-03-27,Sudan,Eswatini,3,0,African Cup of Nations qualification,2011,3,W
2011-03-28,Guatemala,Bolivia,1,1,Friendly,2011,3,D
2011-03-29,Belarus,Canada,0,1,Friendly,2011,3,L
2011-03-29,China Pr,Honduras,3,0,Friendly,2011,3,W
2011-03-29,Colombia,Chile,0,2,Friendly,2011,3,L
2011-03-29,Costa Rica,Argentina,0,0,Friendly,2011,3,D
2011-03-29,Cuba,Panama,0,2,Friendly,2011,3,L
2011-03-29,Cyprus,Bulgaria,0,1,Friendly,2011,3,L
2011-03-29,Ecuador,Peru,0,0,Friendly,2011,3,D
2011-03-29,El Salvador,Jamaica,2,3,Friendly,2011,3,L
2011-03-29,England,Ghana,1,1,Friendly,2011,3,D
2011-03-29,Equatorial Guinea,Gambia,1,0,Friendly,2011,3,W
2011-03-29,France,Croatia,0,0,Friendly,2011,3,D
2011-03-29,Germany,Australia,1,2,Friendly,2011,3,L
2011-03-29,Greece,Poland,0,0,Friendly,2011,3,D
2011-03-29,Republic Of Ireland,Uruguay,2,3,Friendly,2011,3,L
2011-03-29,Jordan,North Korea,1,1,Friendly,2011,3,D
2011-03-29,Kuwait,Iraq,1,0,Friendly,2011,3,W
2011-03-29,Mexico,Venezuela,1,1,Friendly,2011,3,D
2011-03-29,Nigeria,Kenya,3,0,Friendly,2011,3,W
2011-03-29,Oman,Tunisia,2,1,Friendly,2011,3,W
2011-03-29,Portugal,Finland,2,0,Friendly,2011,3,W
2011-03-29,Qatar,Russia,1,1,Friendly,2011,3,D
2011-03-29,Slovakia,Denmark,1,2,Friendly,2011,3,L
2011-03-29,Sri Lanka,Tajikistan,0,2,Friendly,2011,3,L
2011-03-29,Ukraine,Italy,0,2,Friendly,2011,3,L
2011-03-29,United States,Paraguay,0,1,Friendly,2011,3,L
2011-04-02,Grenada,Saint Kitts And Nevis,0,1,Friendly,2011,4,L
2011-04-03,Tahiti,New Caledonia,1,3,Friendly,2011,4,L
2011-04-07,Tahiti,New Caledonia,1,0,Friendly,2011,4,W
2011-04-20,Argentina,Ecuador,2,2,Friendly,2011,4,D
2011-04-23,Mozambique,Tanzania,2,0,Friendly,2011,4,W
2011-05-04,New Caledonia,Réunion,2,4,Friendly,2011,5,L
2011-05-07,Monaco,Vatican City,2,1,Friendly,2011,5,W
2011-05-07,New Caledonia,Réunion,1,3,Friendly,2011,5,L
2011-05-14,Tanzania,South Africa,0,1,Friendly,2011,5,L
2011-05-20,Guyana,Barbados,0,1,Friendly,2011,5,L
2011-05-22,Guyana,Barbados,3,2,Friendly,2011,5,W
2011-05-25,Argentina,Paraguay,4,2,Friendly,2011,5,W
2011-05-25,Eswatini,Botswana,0,0,Friendly,2011,5,D
2011-05-25,Estonia,Basque Country,1,2,Friendly,2011,5,L
2011-05-26,Cuba,Nicaragua,1,1,Friendly,2011,5,D
2011-05-27,Grenada,Antigua And Barbuda,2,2,Friendly,2011,5,D
2011-05-28,Cuba,Nicaragua,2,1,Friendly,2011,5,W
2011-05-28,Mexico,Ecuador,1,1,Friendly,2011,5,D
2011-05-29,Barbados,Guyana,1,0,Friendly,2011,5,W
2011-05-29,El Salvador,Honduras,2,2,Friendly,2011,5,D
2011-05-29,Ethiopia,Sudan,1,2,Friendly,2011,5,L
2011-05-29,Germany,Uruguay,2,1,Friendly,2011,5,W
2011-05-29,Panama,Grenada,2,0,Friendly,2011,5,W
2011-05-29,Eswatini,Malawi,1,1,Friendly,2011,5,D
2011-05-29,Tunisia,Central African Republic,3,0,Friendly,2011,5,W
2011-05-31,Corsica,Bulgaria,1,0,Friendly,2011,5,W
2011-06-01,Canada,Ecuador,2,2,Friendly,2011,6,D
2011-06-01,Guatemala,Venezuela,0,2,Friendly,2011,6,L
2011-06-01,Mexico,New Zealand,3,0,Friendly,2011,6,W
2011-06-01,Nigeria,Argentina,4,1,Friendly,2011,6,W
2011-06-01,Ukraine,Uzbekistan,2,0,Friendly,2011,6,W
2011-06-02,Brittany,Equatorial Guinea,0,1,Friendly,2011,6,L
2011-06-03,Hong Kong,Malaysia,1,1,Friendly,2011,6,D
2011-06-03,South Korea,Serbia,2,1,Friendly,2011,6,W
2011-06-03,Luxembourg,Hungary,0,1,Friendly,2011,6,L
2011-06-04,Brazil,Netherlands,0,0,Friendly,2011,6,D
2011-06-04,United States,Spain,0,4,Friendly,2011,6,L
2011-06-04,Cameroon,Senegal,0,0,African Cup of Nations qualification,2011,6,D
2011-06-04,Central African Republic,Tanzania,2,1,African Cup of Nations qualification,2011,6,W
2011-06-04,Morocco,Algeria,4,0,African Cup of Nations qualification,2011,6,W
2011-06-04,Sierra Leone,Niger,1,0,African Cup of Nations qualification,2011,6,W
2011-06-04,Uganda,Guinea-Bissau,2,0,African Cup of Nations qualification,2011,6,W
2011-06-04,Zambia,Mozambique,3,0,African Cup of Nations qualification,2011,6,W
2011-06-05,Australia,New Zealand,3,0,Friendly,2011,6,W
2011-06-05,China Pr,Uzbekistan,1,0,Friendly,2011,6,W
2011-06-05,Poland,Argentina,2,1,Friendly,2011,6,W
2011-06-05,Angola,Kenya,1,0,African Cup of Nations qualification,2011,6,W
2011-06-05,Benin,Ivory Coast,2,6,African Cup of Nations qualification,2011,6,L
2011-06-05,Botswana,Malawi,0,0,African Cup of Nations qualification,2011,6,D
2011-06-05,Burundi,Rwanda,3,1,African Cup of Nations qualification,2011,6,W
2011-06-05,Comoros,Libya,1,1,African Cup of Nations qualification,2011,6,D
2011-06-05,Egypt,South Africa,0,0,African Cup of Nations qualification,2011,6,D
2011-06-05,Ethiopia,Nigeria,2,2,African Cup of Nations qualification,2011,6,D
2011-06-05,Guinea,Madagascar,4,1,African Cup of Nations qualification,2011,6,W
2011-06-05,Liberia,Cape Verde,1,0,African Cup of Nations qualification,2011,6,W
2011-06-05,Mauritius,Dr Congo,1,2,African Cup of Nations qualification,2011,6,L
2011-06-05,Eswatini,Sudan,1,2,African Cup of Nations qualification,2011,6,L
2011-06-05,Tunisia,Chad,5,0,African Cup of Nations qualification,2011,6,W
